#	Isochrone	Z = 0.00100		Age = 	6.310e+07 yr
# log(age/yr)	M_ini	M_act	logL/Lo	logTe	logG	Mv	U-B	B-V	V-I	stage
	8.65	2.4152	2.411	2.004	3.744	2.74	-0.082	-0.003	0.619	0.781	 RGBb     
	8.65	2.4212	2.416	2.480	3.709	2.12	-1.190	0.182	0.782	0.914	 RGBt     
	8.65	2.4599	2.452	2.152	3.734	2.56	-0.434	0.037	0.657	0.814	 BHeb     
	8.65	2.5515	2.536	2.479	3.855	2.73	-1.448	0.078	0.208	0.314	 Te-M     
	8.65	2.6036	2.582	2.483	3.723	2.20	-1.241	0.104	0.713	0.859	 EHeb     
	8.65	2.6093	2.569	3.898	3.620	0.38	-4.165	1.349	1.406	1.417	 1TP      
	8.65	2.6132	1.044	4.394	3.577	-0.68	-4.978	1.721	1.537	1.779	 AGBt
#	Isochrone	Z = 0.00100		Age = 	5.012e+08 yr
# log(age/yr)	M_ini	M_act	logL/Lo	logTe	logG	Mv	U-B	B-V	V-I	stage
	8.70	2.0286	2.027	1.684	4.069	4.28	1.222	-0.276	-0.081	-0.082	 TO       
	8.70	2.2773	2.274	1.976	4.039	3.92	0.334	-0.211	-0.070	-0.058	 Te-m     
	8.70	2.2950	2.291	2.076	4.095	4.05	0.389	-0.353	-0.107	-0.099	 Te-M     
	8.70	2.2982	2.294	2.103	3.972	3.53	-0.313	-0.019	-0.018	0.005	 L-M      
	8.70	2.3030	2.299	1.930	3.745	2.79	0.102	-0.008	0.617	0.779	 RGBb     
	8.70	2.3097	2.305	2.440	3.708	2.14	-1.090	0.181	0.782	0.914	 RGBt     
	8.70	2.3450	2.337	2.073	3.736	2.62	-0.240	0.027	0.650	0.808	 BHeb     
	8.70	2.4338	2.419	2.404	3.834	2.70	-1.237	0.016	0.283	0.416	 Te-M     
	8.70	2.4836	2.463	2.427	3.722	2.24	-1.099	0.103	0.714	0.861	 EHeb     
	8.70	2.4889	2.451	3.836	3.622	0.43	-4.038	1.309	1.391	1.396	 1TP      
	8.70	2.4923	1.013	4.369	3.576	-0.67	-4.912	1.723	1.538	1.782	 AGBt
#	Isochrone	Z = 0.00100		Age = 	5.623e+08 yr
# log(age/yr)	M_ini	M_act	logL/Lo	logTe	logG	Mv	U-B	B-V	V-I	stage
	8.75	1.9433	1.941	1.616	4.058	4.29	1.329	-0.244	-0.072	-0.073	 TO       
	8.75	2.1729	2.169	1.902	4.027	3.93	0.457	-0.175	-0.059	-0.052	 Te-m     
	8.75	2.1887	2.185	2.003	4.083	4.05	0.504	-0.326	-0.100	-0.092	 Te-M     
	8.75	2.1915	2.188	2.029	3.965	3.55	-0.157	0.005	-0.006	0.013	 L-M      
	8.75	2.1962	2.192	1.857	3.745	2.85	0.285	-0.014	0.615	0.778	 RGBb     
	8.75	2.2034	2.199	2.400	3.708	2.16	-0.990	0.180	0.783	0.915	 RGBt     
	8.75	2.2356	2.228	1.994	3.738	2.69	-0.046	0.017	0.644	0.803	 BHeb     
	8.75	2.3272	2.313	2.337	3.811	2.65	-1.034	-0.047	0.380	0.532	 Te-M     
	8.75	2.3754	2.355	2.382	3.722	2.26	-0.985	0.101	0.714	0.861	 EHeb     
	8.75	2.3805	2.344	3.767	3.625	0.49	-3.900	1.258	1.372	1.370	 1TP      
	8.75	2.3837	0.984	4.345	3.576	-0.67	-4.848	1.724	1.538	1.786	 AGBt
#	Isochrone	Z = 0.00100		Age = 	6.310e+08 yr
# log(age/yr)	M_ini	M_act	logL/Lo	logTe	logG	Mv	U-B	B-V	V-I	stage
	8.80	1.8591	1.857	1.543	4.046	4.30	1.450	-0.209	-0.063	-0.064	 TO       
